11264996	214859872	1411886011.187
11264996	214859870	1411886046.299
11264996	214859902	1411886120.523
11264987	214714807	1411887189.713
11264987	214714807	1411887221.921
11264987	214677695	1411887276.802
11264987	214714832	1411887380.828
11264987	214697820	1411887417.712
11264872	214857547	1411892293.985
11264872	214857570	1411892377.232
11264872	214857562	1411892475.061
11264872	214857782	1411892524.627
11264872	214857549	1411892557.004
11264872	214857568	1411892633.028
11264872	214849052	1411892685.567
11264872	214849055	1411892739.699
11264872	214645005	1411892824.334
11264842	214857695	1411901997.479
11264842	214861464	1411902238.939
11264809	214819412	1411857948.57
11264809	214858852	1411858009.434
11264809	214819412	1411858035.677
11264793	214858847	1411907417.163
11264793	214858631	1411907470.84
11264793	214859859	1411907560.466
11264793	214859859	1411907609.972
11264793	214859859	1411907637.104
11264789	214857570	1411884147.527
11264789	214857568	1411884233.729
11264789	214855479	1411884333.93
11264738	214712276	1411894947.673
11264738	214712276	1411894950.063
11264738	214855046	1411895584.327
11264738	214855046	1411895587.426
11264704	214854930	1411893748.705
11264704	214854930	1411894680.731
11264711	214697906	1411862452.189
11264711	214848995	1411863171.583
11264711	214848995	1411864130.681
11264729	214857187	1411855464.673
11264729	214861464	1411858280.558
11264729	214856550	1411858617.882
11264729	214857187	1411859098.19
11264681	214857257	1411879794.878
11264681	214857257	1411879822.318
11264681	214858854	1411880037.968
11264681	214858854	1411880058.594
11264681	214690727	1411880105.544
11264681	214858854	1411880119.733
11264681	214857757	1411880130.792
11264681	214859919	1411880151.38
11264681	214859306	1411880172.096
11264681	214858856	1411880204.454
11264681	214857262	1411880371.604
11264681	214857262	1411880396.662
11264681	214857262	1411880412.898
11264681	214857262	1411880420.567
11264697	214857570	1411905612.238
11264697	214857268	1411905638.985
11264649	214854894	1411860354.94
11264649	214857570	1411860422.143
11264649	214849052	1411860720.274
11264649	214690734	1411861082.172
11264668	214832604	1411903509.252
11264668	214858914	1411903884.571
11264668	214853182	1411903956.486
11264668	214690127	1411903982.285
11264668	214854352	1411904052.008
11264668	214859126	1411904086.938
11264668	214859306	1411904123.381
11264668	214859859	1411904497.625
11264613	214829801	1411904345.716
11264613	214705115	1411904473.898
11264588	214853460	1411861441.068
11264588	214854793	1411861441.071
11264588	214514265	1411861442.098
11264607	214865212	1411891059.457
11264607	214848995	1411891110.414
11264552	214854894	1411878584.24
11264552	214854920	1411878881.506
11264552	214857172	1411878997.102
11264552	214859825	1411879170.147
11264552	214583531	1411879255.12
11264552	214710097	1411879602.653
11264552	214601060	1411879639.859
11264552	214836932	1411879704.455
11264552	214836932	1411879726.316
11264552	214844347	1411879854.108
11264552	214849312	1411879883.511
11264552	214829366	1411879900.569
11264552	214820345	1411879934.338
11264552	214853730	1411879954.815
11264552	214854540	1411879987.991
11264552	214854731	1411880003.385
11264523	214854913	1411902604.651
11264523	214854915	1411902688.565
11264513	214858689	1411863535.021
11264513	214858856	1411863607.417
11264539	214854716	1411863550.893
11264539	214859870	1411863767.279
11264539	214857172	1411863924.82
11264533	214820450	1411850057.995
11264533	214849299	1411850098.325
11264533	214857579	1411850187.622
11264533	214712274	1411850223.323
11264533	214857605	1411850366.274
11264533	214738466	1411850435.09
11264533	214856552	1411850487.617
11264464	214510445	1411895022.555
11264464	214857257	1411895198.684
11264464	214686879	1411895251.774
11264464	214853102	1411895270.384
11264464	214857570	1411895372.196
11264464	214705115	1411895473.354
11264497	214840382	1411863698.941
11264497	214587952	1411863788.129
11264494	214859872	1411916719.799
11264494	214859900	1411916768.749
11264494	214858689	1411916822.692
11264494	214859859	1411916868.784
11264494	214858914	1411916929.149
11264494	214690127	1411916986.643
11264423	214854825	1411907596.331
11264423	214858905	1411907650.648
11264429	214536575	1411900804.661
11264429	214545896	1411903497.037
11264344	214858847	1411857517.05
11264344	214859038	1411857568.009
11264344	214859872	1411857631.64
11264308	214853422	1411873410.577
11264308	214850295	1411873499.55
11264308	214829882	1411873533.103
11264308	214854787	1411873556.278
11264308	214854840	1411873591.736
11264302	214857260	1411862627.723
11264302	214857562	1411862670.361
11264302	214857787	1411862783.335
11264302	214854877	1411862870.257
11264302	214857579	1411862973.2
11264302	214539307	1411863010.057
11264302	214858794	1411863056.44
11264302	214858363	1411863146.324
11264302	214858790	1411863186.662
11264302	214854845	1411863255.254
11264302	214859902	1411863302.831
11264207	214849299	1411907483.358
11264207	214849299	1411907485.941
11264207	214705115	1411907569.165
11264207	214705115	1411907570.935
11264207	214856552	1411907680.193
11264207	214856552	1411907682.828
11264207	214572433	1411907790.612
11264207	214572433	1411907792.622
11264207	214857579	1411907844.413
11264207	214857579	1411907847.896
11264207	214857787	1411907957.503
11264207	214857787	1411907959.111
11264207	214849327	1411908277.28
11264207	214849327	1411908279.877
11264244	214839950	1411900890.746
11264244	214855012	1411901095.208
11264138	214650508	1411880429.372
11264138	214650508	1411881235.045
11264144	214561481	1411874318.198
11264144	214561481	1411874320.25
11264144	214561481	1411874320.709
11264144	214849052	1411874395.821
11264172	214857257	1411900333.209
11264172	214857253	1411900408.254
11264172	214857262	1411900457.513
11264088	214716671	1411862461.704
11264088	214685049	1411863422.937
11264014	214850366	1411901035.774
11264014	214850366	1411901039.453
11264014	214835004	1411901332.684
11264014	214835004	1411901335.405
11264014	214857551	1411901364.523
11264014	214857551	1411901365.918
11264017	214849052	1411886047.351
11264017	214854872	1411886263.456
11264017	214556563	1411886310.409
11264017	214717809	1411886507.021
11264017	214835499	1411886570.703
11264017	214533819	1411886756.923
11264017	214839399	1411886821.992
11264017	214840091	1411886851.329
11264017	214533819	1411886944.395
11264017	214849325	1411886995.281
11264017	214835027	1411886999.759
11264017	214533742	1411887172.837
11264017	214533810	1411887196.71
11264017	214643814	1411887226.172
11264017	214687959	1411887359.616
11264017	214687963	1411887416.533
11264017	214531502	1411887545.948
11264017	214687963	1411887566.797
11264017	214531505	1411887585.037
11264017	214746457	1411887644.177
11264017	214746459	1411887703.625
11264017	214687963	1411887734.274
11264017	214835038	1411887768.178
11264017	214839311	1411887823.867
11264036	214690727	1411898431.484
11264036	214858794	1411898498.982
11264036	214854920	1411898574.241
11264058	214820450	1411875131.794
11264058	214705115	1411875212.424
11265961	214851077	1411857369.799
11265961	214859297	1411857881.385
11265921	214840991	1411890437.031
11265921	214854127	1411890457.751
11265921	214850816	1411890478.281
11266046	214849048	1411907781.513
11266046	214851120	1411907839.947
11266033	214858854	1411873556.264
11266033	214858854	1411873560.428
11266033	214690727	1411873601.806
11266033	214690727	1411873605.195
11266033	214859915	1411873704.708
11266033	214859915	1411873710.412
11266033	214859306	1411873766.412
11266033	214859306	1411873771.336
11266033	214858691	1411874023.361
11266033	214858691	1411874026.783
11266033	214858850	1411874256.986
11266033	214859122	1411874432.516
11266033	214859122	1411874439.645
11266033	214859876	1411874612.435
11266033	214859876	1411874626.994
11266033	214859122	1411874767.234
11266033	214859122	1411874775.208
11266033	214858691	1411874822.25
11266033	214858691	1411874826.216
11266014	214851326	1411867170.287
11266014	214852978	1411867172.124
11266014	214852980	1411867178.433
11266003	214703904	1411906516.755
11266003	214859122	1411906617.09
11266003	214856700	1411906847.635
11266003	214854922	1411906914.718
11266003	214853122	1411906989.19
11266003	214853122	1411907208.073
11266003	214850441	1411907750.467
11266003	214696629	1411907985.404
11266003	214553702	1411908066.744
11266003	214696629	1411908086.332
11266003	214640240	1411908194.83
11266003	214640240	1411908240.643
11266003	214696629	1411908261.769
11266006	214858631	1411904150.304
11266006	214859940	1411904189.402
11266006	214858843	1411906933.508
11266006	214858631	1411907017.98
11266006	214859117	1411907154.584
11266006	214859297	1411907224.961
11266006	214858689	1411907331.018
11266006	214859034	1411907503.829
11266006	214858850	1411907545.91
11266007	214820450	1411868574.547
11266007	214705115	1411868586.541
11265798	214857268	1411908769.856
11265798	214586805	1411909097.703
11265798	214854877	1411909182.508
11265798	214854877	1411909319.84
11265798	214857765	1411909335.651
11265798	214539307	1411909419.078
11265798	214855046	1411909574.184
11265792	214858856	1411857232.295
11265792	214857759	1411857292.345
11265792	214857759	1411857457.722
11265792	214857757	1411857504.174
11265883	214857570	1411906363.328
11265883	214857268	1411906421.706
11265883	214857562	1411906452.801
11265883	214857570	1411906536.896
11265883	214857562	1411906729.54
11265883	214854913	1411907077.92
11265887	214600202	1411901535.247
11265887	214609436	1411901570.77
11265887	214844244	1411901619.138
11265859	214865212	1411869219.688
11265859	214849052	1411869297.405
11265863	214853327	1411882636.266
11265863	214853327	1411883947.503
11265711	214858687	1411893333.059
11265711	214635525	1411893540.734
11265704	214857570	1411861325.403
11265704	214857568	1411861327.795
11265697	214829032	1411876921.701
11265697	214865212	1411876959.228
11265697	214854343	1411876997.078
11265763	214859308	1411898141.3
11265763	214854845	1411898183.963
11265763	214859848	1411898302.219
11265763	214859902	1411898354.044
11265763	214531597	1411898667.842
11265763	214829880	1411899625.364
11265763	214846031	1411899686.275
11265763	214846031	1411899695.784
11265763	214850285	1411899737.425
11265763	214850949	1411899759.104
11265763	214853100	1411899804.18
11265763	214684734	1411899829.106
11265766	214855010	1411905623.258
11265766	214854313	1411905725.993
11265766	214854313	1411905733.476
11265569	214850405	1411901996.754
11265569	214853992	1411902040.763
11265569	214854146	1411902121.866
11265569	214859126	1411902322.265
11265569	214859306	1411902416.599
11265577	214582822	1411881247.196
11265577	214857787	1411881471.594
11265611	214858333	1411860460.639
11265611	214858333	1411861138.912
11265611	214858333	1411863105.446
11265419	214690130	1411874571.593
11265419	214859855	1411874620.775
11265419	214859872	1411874663.473
11265419	214858687	1411874755.26
11265419	214859908	1411874784.946
11265419	214859882	1411874814.461
11265419	214859891	1411874846.982
11265419	214859036	1411874875.841
11265419	214859036	1411874893.843
11265419	214857005	1411874914.196
11265456	214687987	1411861351.349
11265456	214587932	1411861425.141
11265456	214857660	1411861514.259
11265456	214857787	1411861528.263
11265456	214854877	1411861548.215
11265456	214854960	1411861551.232
11265481	214510453	1411906265.706
11265481	214854707	1411908426.829
11265481	214854707	1411908816.774
11265472	214857549	1411874158.364
11265472	214857568	1411874209.291
11265509	214857257	1411889455.278
11265509	214856248	1411889792.265
11265283	214848995	1411918497.22
11265283	214848995	1411918758.488
11265293	214854920	1411871198.956
11265293	214859848	1411871292.04
11265293	214576892	1411871371.037
11265371	214857257	1411891531.074
11265371	214857568	1411891558.915
11265371	214857568	1411891587.805
11265371	214857260	1411891628.5
11265377	214857257	1411870102.601
11265377	214857260	1411870184.312
11265162	214851757	1411889164.794
11265162	214851757	1411889199.264
11265162	214854720	1411889223.307
11265184	214542892	1411860349.049
11265184	214542892	1411860391.006
11265216	214857257	1411857715.237
11265216	214857568	1411857805.403
11265233	214774695	1411898451.111
11265233	214774695	1411898503.522
11265256	214857547	1411862760.138
11265256	214857547	1411862763.899
11265258	214820769	1411909366.003
11265258	214820769	1411909470.282
11265058	214853437	1411880475.277
11265058	214843267	1411880789.42
11265058	214767838	1411880844.376
11265058	214717631	1411880916.48
11265058	214767838	1411880939.006
11265058	214769117	1411881577.651
11265058	214769030	1411881627.583
11265058	214768477	1411881655.47
11265058	214769030	1411881691.084
11265058	214861820	1411881715.119
11265058	214858974	1411881740.447
11265058	214858974	1411882082.873
11265058	214743155	1411882436.369
11265124	214859126	1411899391.971
11265124	214859094	1411902517.153
11265151	214857257	1411874381.065
11265151	214857568	1411874433.81
11265151	214857570	1411874471.046
11266934	214859859	1411862263.778
11266934	214713401	1411862332.014
11266934	214858689	1411863104.047
11266934	214691475	1411863154.251
11266934	214691338	1411863174.669
11266934	214587932	1411863327.307
11266934	214857549	1411863401.687
11266934	214859117	1411863438.317
11266934	214859872	1411863467.233
11266934	214858843	1411863488.421
11266934	214858912	1411863517.327
11266934	214696532	1411863545.889
11266934	214858850	1411863585.752
11266934	214696532	1411863605.316
11266933	214859859	1411857461.427
11266933	214858847	1411857755.055
11266933	214858847	1411857764.063
11266933	214690127	1411857792.875
11266933	214859859	1411857812.931
11266909	214826987	1411882841.403
11266909	214857830	1411882882.35
11266896	214857570	1411871265.458
11266896	214857268	1411871345.765
11266896	214857568	1411871390.198
11266896	214857562	1411871439.481
11266896	214857570	1411871511.255
11266896	214857787	1411872020.253
11267041	214857555	1411904791.058
11267041	214576693	1411905881.669
11267041	214556355	1411905911.738
11267041	214853156	1411905962.667
11267041	214853381	1411905972.789
11267041	214848178	1411905986.626
11267041	214846479	1411906004.194
11267041	214848688	1411906011.697
11267041	214849760	1411906021.009
11267041	214849757	1411906219.688
11267041	214844372	1411906295.289
11267041	214846479	1411906411.313
11267049	214857260	1411907895.262
11267049	214857547	1411907945.402
11267049	214857268	1411908001.324
11267068	214854785	1411908786.667
11267068	214854782	1411908800.833
11267069	214857015	1411899647.124
11267069	214857549	1411899810.736
11267069	214857253	1411899966.551
11267069	214857570	1411900144.38
11267069	214858687	1411900995.315
11267069	214858787	1411901134.592
11267023	214857570	1411890752.507
11267023	214857562	1411890822.514
11267023	214857568	1411890865.614
11267023	214857268	1411890924.419
11267023	214857660	1411891386.117
11267023	214857787	1411891493.221
11267023	214859870	1411891918.039
11267023	214858787	1411891961.399
11266983	214850782	1411891611.334
11266983	214851013	1411891650.016
11266983	214849033	1411891698.781
11266983	214556595	1411891725.055
11266991	214854877	1411879132.256
11266991	214854877	1411879135.62
11266991	214854877	1411879160.541
11266991	214854877	1411879161.827
11266991	214579762	1411879483.52
11266991	214579762	1411879486.537
11266991	214582822	1411879564.451
11266991	214579762	1411879723.563
11266991	214579762	1411879724.698
